frame,timestamp,wall_clock_time,gesture,confidence,threshold,raw_gesture
0,0.0,0.46276211738586426,NoGesture,0.0,0.7,NoGesture
1,0.05,0.5527667999267578,NoGesture,0.0,0.7,NoGesture
2,0.1,0.5837757587432861,NoGesture,0.0,0.7,NoGesture
3,0.15,0.616774320602417,NoGesture,0.0,0.7,NoGesture
4,0.2,0.645775556564331,NOGESTURE,0.7265304159090665,0.7,NOGESTURE
5,0.25,0.6787641048431396,NOGESTURE,0.7903265213309891,0.7,NOGESTURE
6,0.3,0.7217628955841064,NOGESTURE,0.7475443652710146,0.7,NOGESTURE
7,0.35,0.7717630863189697,NOGESTURE,0.7258022989487806,0.7,NOGESTURE
8,0.4,0.8207616806030273,NoGesture,0.0,0.7,NoGesture
9,0.45,0.8607625961303711,NoGesture,0.0,0.7,NoGesture
10,0.5,0.909761905670166,NOGESTURE,0.8626337503050665,0.7,NOGESTURE
11,0.55,0.9557621479034424,NOGESTURE,0.7498266279855538,0.7,NOGESTURE
12,0.6,1.0027623176574707,NOGESTURE,0.716995021190994,0.7,NOGESTURE
13,0.65,1.048407793045044,NoGesture,0.0,0.7,NoGesture
14,0.7,1.0954077243804932,NOGESTURE,0.7479617083971781,0.7,NOGESTURE
15,0.75,1.1434071063995361,NOGESTURE,0.778011770283936,0.7,NOGESTURE
16,0.8,1.1914067268371582,NOGESTURE,0.8452079770287696,0.7,NOGESTURE
17,0.85,1.2394068241119385,NOGESTURE,0.7469860611602116,0.7,NOGESTURE
18,0.9,1.2854065895080566,NOGESTURE,0.7622479663259165,0.7,NOGESTURE
19,0.95,1.333406925201416,NOGESTURE,0.7540094618546763,0.7,NOGESTURE
20,1.0,1.3814082145690918,NOGESTURE,0.7585254565866082,0.7,NOGESTURE
21,1.05,1.4274070262908936,NOGESTURE,0.703586365968052,0.7,NOGESTURE
22,1.1,1.475407361984253,NOGESTURE,0.7726104966255481,0.7,NOGESTURE
23,1.15,1.5234074592590332,NOGESTURE,0.7629345848027301,0.7,NOGESTURE
24,1.2,1.5714080333709717,NOGESTURE,0.7622327213147997,0.7,NOGESTURE
25,1.25,1.6184070110321045,NOGESTURE,0.7958498704319996,0.7,NOGESTURE
26,1.3,1.6664068698883057,NOGESTURE,0.8114141320474083,0.7,NOGESTURE
27,1.35,1.7134065628051758,NoGesture,0.0,0.7,NoGesture
28,1.4,1.7604074478149414,NOGESTURE,0.7209419590256653,0.7,NOGESTURE
29,1.45,1.8074069023132324,NOGESTURE,0.7494083297231876,0.7,NOGESTURE
30,1.5,1.8544068336486816,NOGESTURE,0.7555769159822356,0.7,NOGESTURE
31,1.55,1.9014067649841309,NOGESTURE,0.7467323079669359,0.7,NOGESTURE
32,1.6,1.9494068622589111,NoGesture,0.0,0.7,NoGesture
33,1.65,1.9974069595336914,NoGesture,0.0,0.7,NoGesture
34,1.7,2.0474061965942383,NOGESTURE,0.755977837636707,0.7,NOGESTURE
35,1.75,2.0934078693389893,NOGESTURE,0.7252736782016002,0.7,NOGESTURE
36,1.8,2.141408920288086,NOGESTURE,0.725496960778847,0.7,NOGESTURE
37,1.85,2.1884069442749023,NOGESTURE,0.7761087552737943,0.7,NOGESTURE
38,1.9,2.23640775680542,NOGESTURE,0.770659420016403,0.7,NOGESTURE
39,1.95,2.28240704536438,NOGESTURE,0.7371689021884075,0.7,NOGESTURE
40,2.0,2.3294074535369873,NOGESTURE,0.7292610043513028,0.7,NOGESTURE
41,2.05,2.3774077892303467,NoGesture,0.0,0.7,NoGesture
42,2.1,2.4144062995910645,NoGesture,0.0,0.7,NoGesture
43,2.15,2.4584062099456787,NoGesture,0.0,0.7,NoGesture
44,2.2,2.5034070014953613,NoGesture,0.0,0.7,NoGesture
45,2.25,2.549408435821533,NoGesture,0.0,0.7,NoGesture
46,2.3,2.597407102584839,NoGesture,0.0,0.7,NoGesture
47,2.35,2.6454074382781982,NOGESTURE,0.7110409179511836,0.7,NOGESTURE
48,2.4,2.6934096813201904,NOGESTURE,0.762929210426528,0.7,NOGESTURE
49,2.45,2.741408348083496,NOGESTURE,0.7842323988856289,0.7,NOGESTURE
50,2.5,2.788407564163208,NOGESTURE,0.8648159602040313,0.7,NOGESTURE
51,2.55,2.8354074954986572,NoGesture,0.0,0.7,NoGesture
52,2.6,2.891406297683716,NOGESTURE,0.7974967720027545,0.7,NOGESTURE
53,2.65,2.9314074516296387,NOGESTURE,0.7385934380277213,0.7,NOGESTURE
54,2.7,2.9784083366394043,NOGESTURE,0.7522796949780918,0.7,NOGESTURE
55,2.75,3.025407075881958,NOGESTURE,0.7132127687516766,0.7,NOGESTURE
56,2.8,3.0714077949523926,NOGESTURE,0.7117233417896909,0.7,NOGESTURE
57,2.85,3.11787486076355,NoGesture,0.0,0.7,NoGesture
58,2.9,3.163207530975342,NoGesture,0.0,0.7,NoGesture
59,2.95,3.209205150604248,NOGESTURE,0.8616585122752338,0.7,NOGESTURE
60,3.0,3.256204605102539,NOGESTURE,0.7705394054371433,0.7,NOGESTURE
61,3.05,3.3042051792144775,NOGESTURE,0.8310472016275575,0.7,NOGESTURE
62,3.1,3.3542046546936035,NoGesture,0.0,0.7,NoGesture
63,3.15,3.399205207824707,NOGESTURE,0.8189037734926586,0.7,NOGESTURE
64,3.2,3.4452056884765625,NOGESTURE,0.8260745479013867,0.7,NOGESTURE
65,3.25,3.4902055263519287,NoGesture,0.0,0.7,NoGesture
66,3.3,3.536205291748047,NOGESTURE,0.7354230329048199,0.7,NOGESTURE
67,3.35,3.582205057144165,NoGesture,0.0,0.7,NoGesture
68,3.4,3.6302053928375244,NoGesture,0.0,0.7,NoGesture
69,3.45,3.6762051582336426,NOGESTURE,0.789390179414156,0.7,NOGESTURE
70,3.5,3.723205089569092,NOGESTURE,0.824277029821127,0.7,NOGESTURE
71,3.55,3.771204948425293,NOGESTURE,0.7612890182132735,0.7,NOGESTURE
72,3.6,3.818204879760742,NOGESTURE,0.7469831840011996,0.7,NOGESTURE
73,3.65,3.8652048110961914,NOGESTURE,0.8496891348208567,0.7,NOGESTURE
74,3.7,3.911205768585205,NOGESTURE,0.7550715165481665,0.7,NOGESTURE
75,3.75,3.959205389022827,NOGESTURE,0.7950492004005181,0.7,NOGESTURE
76,3.8,4.006205081939697,NoGesture,0.0,0.7,NoGesture
77,3.85,4.0542051792144775,NoGesture,0.0,0.7,NoGesture
