0.000000000000000000e+00,6.417456641525896843e-02,1.769119588125299680e-01,1.784331350367418800e-01,1.711547871784557806e-01,3.010093498381632982e-01,2.616846402300910812e-01,2.941528013354322568e-01,2.915021901993825604e-01,2.054675758109102413e-01,2.074536866651517653e-01,1.840801470191401057e-01,1.762149570064440174e-01,2.927580851065357814e-01,3.618205407822743247e-01,1.655040669797114838e-01,2.062345634328772714e-01
6.417456641525896843e-02,0.000000000000000000e+00,1.571864264928587163e-01,1.534916183592194006e-01,1.573326967620156114e-01,3.079071096502531968e-01,2.710568070938907947e-01,2.988920585799814678e-01,2.929735415247424202e-01,2.153357634804565213e-01,2.162246279328999821e-01,1.830577923946265784e-01,1.494577460025573734e-01,2.850767624124274091e-01,3.250265959151678041e-01,1.317674430760818749e-01,1.713595902999167087e-01
1.769119588125299680e-01,1.571864264928587163e-01,0.000000000000000000e+00,3.034421170929750208e-02,8.893187027573599968e-02,3.107958284001785532e-01,2.796334799680801897e-01,2.795423077619463292e-01,2.761444295661918957e-01,1.581160575509045485e-01,1.569220540246852036e-01,1.403778221762740919e-01,1.208875309826313305e-01,3.125814305668103144e-01,3.674328217925827977e-01,1.794377475909448572e-01,1.790646058674989771e-01
1.784331350367418800e-01,1.534916183592194006e-01,3.034421170929750208e-02,0.000000000000000000e+00,9.909792252558212444e-02,3.174601069391774222e-01,2.947931822745702424e-01,2.967479352761827061e-01,2.937037101426037133e-01,1.589120303599654005e-01,1.627429211268262566e-01,1.584975345594228091e-01,1.252534466845641181e-01,3.160542026238887248e-01,3.684097126679594658e-01,1.837120835312412437e-01,1.826910145828147258e-01
1.711547871784557806e-01,1.573326967620156114e-01,8.893187027573599968e-02,9.909792252558212444e-02,0.000000000000000000e+00,3.413218956032175178e-01,2.877022743326343446e-01,2.284470504300978033e-01,2.248222129930974311e-01,1.707431970376650232e-01,1.599484825608627481e-01,1.335603547630339893e-01,1.190910238766156731e-01,3.197519280906467865e-01,3.467202716989158939e-01,1.589039278218122020e-01,1.621969744126531832e-01
3.010093498381632982e-01,3.079071096502531968e-01,3.107958284001785532e-01,3.174601069391774222e-01,3.413218956032175178e-01,0.000000000000000000e+00,5.761562132349070525e-02,2.669899194986242730e-01,2.272233571869122504e-01,2.433917236259832972e-01,3.042997481755757572e-01,3.280549137182736108e-01,3.695799777730494062e-01,4.127117560865042889e-01,4.654395469443877720e-01,3.529662398162656811e-01,3.702996809157197422e-01
2.616846402300910812e-01,2.710568070938907947e-01,2.796334799680801897e-01,2.947931822745702424e-01,2.877022743326343446e-01,5.761562132349070525e-02,0.000000000000000000e+00,2.430574922880396616e-01,2.366948121968683594e-01,2.439421462124377327e-01,2.655577586361416720e-01,2.838375057444791350e-01,3.166430023269219962e-01,3.961800514052469246e-01,4.556232462072042355e-01,3.237750112773969402e-01,3.304211738922257502e-01
2.941528013354322568e-01,2.988920585799814678e-01,2.795423077619463292e-01,2.967479352761827061e-01,2.284470504300978033e-01,2.669899194986242730e-01,2.430574922880396616e-01,0.000000000000000000e+00,3.517708266145740809e-02,2.508879001356869587e-01,2.369912959107844108e-01,2.663145461906558653e-01,2.602264195027099714e-01,3.111151255583671782e-01,4.139848083232966491e-01,2.891760760113986639e-01,2.767506587525805917e-01
2.915021901993825604e-01,2.929735415247424202e-01,2.761444295661918957e-01,2.937037101426037133e-01,2.248222129930974311e-01,2.272233571869122504e-01,2.366948121968683594e-01,3.517708266145740809e-02,0.000000000000000000e+00,2.416726492563434636e-01,2.308455617370581414e-01,2.666292663795615803e-01,2.598985296595278660e-01,3.065833804139098118e-01,4.154724392313488002e-01,2.838790428207310645e-01,2.749810633284593964e-01
2.054675758109102413e-01,2.153357634804565213e-01,1.581160575509045485e-01,1.589120303599654005e-01,1.707431970376650232e-01,2.433917236259832972e-01,2.439421462124377327e-01,2.508879001356869587e-01,2.416726492563434636e-01,0.000000000000000000e+00,5.214122292178265811e-02,2.318257274100074816e-01,1.962669020004194631e-01,2.891584847067510955e-01,3.947686234861902954e-01,2.228896563477614223e-01,2.251410644130770466e-01
2.074536866651517653e-01,2.162246279328999821e-01,1.569220540246852036e-01,1.627429211268262566e-01,1.599484825608627481e-01,3.042997481755757572e-01,2.655577586361416720e-01,2.369912959107844108e-01,2.308455617370581414e-01,5.214122292178265811e-02,0.000000000000000000e+00,2.180740688779361502e-01,1.878384824255679986e-01,2.747743836210468360e-01,3.918721313116588778e-01,2.170803855484591538e-01,2.152341804428899441e-01
1.840801470191401057e-01,1.830577923946265784e-01,1.403778221762740919e-01,1.584975345594228091e-01,1.335603547630339893e-01,3.280549137182736108e-01,2.838375057444791350e-01,2.663145461906558653e-01,2.666292663795615803e-01,2.318257274100074816e-01,2.180740688779361502e-01,0.000000000000000000e+00,1.329100791852837748e-01,3.009833536058992287e-01,3.346535759364108187e-01,1.963170894746224526e-01,2.070941546259331967e-01
1.762149570064440174e-01,1.494577460025573734e-01,1.208875309826313305e-01,1.252534466845641181e-01,1.190910238766156731e-01,3.695799777730494062e-01,3.166430023269219962e-01,2.602264195027099714e-01,2.598985296595278660e-01,1.962669020004194631e-01,1.878384824255679986e-01,1.329100791852837748e-01,0.000000000000000000e+00,2.959818084676760774e-01,3.217658841355438559e-01,1.266858427651045282e-01,1.437743203306112438e-01
2.927580851065357814e-01,2.850767624124274091e-01,3.125814305668103144e-01,3.160542026238887248e-01,3.197519280906467865e-01,4.127117560865042889e-01,3.961800514052469246e-01,3.111151255583671782e-01,3.065833804139098118e-01,2.891584847067510955e-01,2.747743836210468360e-01,3.009833536058992287e-01,2.959818084676760774e-01,0.000000000000000000e+00,2.139841665092331591e-01,2.602142425580548646e-01,2.690568330968137745e-01
3.618205407822743247e-01,3.250265959151678041e-01,3.674328217925827977e-01,3.684097126679594658e-01,3.467202716989158939e-01,4.654395469443877720e-01,4.556232462072042355e-01,4.139848083232966491e-01,4.154724392313488002e-01,3.947686234861902954e-01,3.918721313116588778e-01,3.346535759364108187e-01,3.217658841355438559e-01,2.139841665092331591e-01,0.000000000000000000e+00,2.536748180024691601e-01,2.521992666744037326e-01
1.655040669797114838e-01,1.317674430760818749e-01,1.794377475909448572e-01,1.837120835312412437e-01,1.589039278218122020e-01,3.529662398162656811e-01,3.237750112773969402e-01,2.891760760113986639e-01,2.838790428207310645e-01,2.228896563477614223e-01,2.170803855484591538e-01,1.963170894746224526e-01,1.266858427651045282e-01,2.602142425580548646e-01,2.536748180024691601e-01,0.000000000000000000e+00,5.299303949302505701e-02
2.062345634328772714e-01,1.713595902999167087e-01,1.790646058674989771e-01,1.826910145828147258e-01,1.621969744126531832e-01,3.702996809157197422e-01,3.304211738922257502e-01,2.767506587525805917e-01,2.749810633284593964e-01,2.251410644130770466e-01,2.152341804428899441e-01,2.070941546259331967e-01,1.437743203306112438e-01,2.690568330968137745e-01,2.521992666744037326e-01,5.299303949302505701e-02,0.000000000000000000e+00
