gesture_id,video_id,space_use_left,space_use_right,mcneillian_max_left,mcneillian_max_right,mcneillian_mode_left,mcneillian_mode_right,volume_both,volume_right,volume_left,max_height_right,max_height_left,duration,hold_count,hold_time,hold_avg_duration,hand_submovements_left,hand_submovements_right,hand_submovements_combined,hand_mean_submovement_amplitude_left,hand_mean_submovement_amplitude_right,hand_mean_submovement_amplitude_combined,elbow_submovements_left,elbow_submovements_right,elbow_submovements_combined,elbow_mean_submovement_amplitude_left,elbow_mean_submovement_amplitude_right,elbow_mean_submovement_amplitude_combined,hand_peak_velocity_right,hand_peak_velocity_left,hand_mean_velocity_right,hand_mean_velocity_left,hand_peak_acceleration_right,hand_peak_acceleration_left,hand_peak_deceleration_right,hand_peak_deceleration_left,hand_peak_jerk_right,hand_peak_jerk_left,elbow_peak_velocity_right,elbow_peak_velocity_left,elbow_mean_velocity_right,elbow_mean_velocity_left,elbow_peak_acceleration_right,elbow_peak_acceleration_left,elbow_peak_deceleration_right,elbow_peak_deceleration_left,elbow_peak_jerk_right,elbow_peak_jerk_left
test_female.mp4_segment_1_Gesture_0.13_1.47,test,2,1,4,2,42,2,0.01854878133176084,0.0003270390617641343,0.0006259235033281994,0,5,1.6,0,0.0,0,1,1,1,0.3170741642239664,0.33086610741695455,0.2926788998697096,1,1,1,0.16715472439679546,0.1330325291419491,0.2655038017869855,0.34835315374460973,0.3362691552327008,0.12683549057827972,0.1541447464200961,1.7623223760985463,2.4426831519307006,0.1123547275442189,0.0343118828923384,24.64554018841086,28.06673454023644,0.13711622918391367,0.1709416075864457,0.05941956524852023,0.09056471125056578,0.8398197067682741,1.151485687542307,0.020207253158420233,0.06354271182556431,11.153140534853298,12.398219365733254
test_female.mp4_segment_2_Gesture_2.14_3.00,test,1,1,2,2,2,2,0.004202396272957104,3.740124469353795e-05,8.142823203085997e-05,0,2,1.0,0,0.0,0,1,1,2,0.24787576621160662,0.0,0.30484003316487507,1,1,0,0.0,0.0,0.0,0.17199544314298007,0.2768272253514075,0.09249776523809461,0.12440551240918056,2.280024695497867,3.4400012071248436,0.10826735992451979,0.06362134667211135,30.290067689477386,40.81649095860051,0.17277818718780616,0.156490966719922,0.06376797823774902,0.07424838063206607,1.2354033344919517,2.0521487569653454,0.05812611801811858,0.04802944109922096,21.329444132868584,25.71758605212059
test_female.mp4_segment_3_Gesture_4.94_6.67,test,1,2,2,4,2,2,0.017288362032675756,0.0027525835516850248,0.0019178099156344733,0,0,2.04,0,0.0,0,2,2,3,0.4084214834942347,0.41321909887386715,0.6976315644885931,1,1,3,0.3207121574996965,0.2965635824420832,0.4016738026936924,0.6735838798379026,0.6953403343412508,0.20113273719226457,0.18529582244712842,2.814163648708618,3.6286711553511615,0.036894557907571304,0.05707006542473549,41.38086500462168,46.367943483739886,0.32343120069855424,0.33713247373017097,0.09297912208506016,0.10149688322917494,1.687188423424325,2.167279524287099,0.07613059130724949,0.14214451920641727,27.41666256650199,26.251726398599644
test_female.mp4_segment_4_Gesture_7.07_7.97,test,1,1,2,2,2,2,0.0020642168331565475,6.54537314675967e-05,0.00014668410293226032,0,0,1.08,0,0.0,0,1,2,2,0.3095179285604427,0.32176952690508265,0.6069254667622093,1,1,2,0.190984005037964,0.18867382467761776,0.40166234195164185,0.36336128503869297,0.33608244731384485,0.1527009169251633,0.1476297493369261,2.54961353670911,1.9920230983661777,0.07985567071031281,0.16643689276088258,44.595100967316995,34.500531073911354,0.2534236726980469,0.21009045364923878,0.09940141784935717,0.09070413977477802,1.7653723080817076,1.345820809952626,0.1689816593764983,0.12616318195068238,31.34210219478066,24.489448264307367
test_female.mp4_segment_5_Gesture_8.44_10.31,test,1,2,2,4,2,2,0.005267243550918143,0.00034866987303646123,0.0002539473458642418,0,0,2.24,0,0.0,0,3,2,4,0.34772884978704544,0.30378822119597193,0.48656875775727193,2,1,2,0.2227838191243819,0.235472629479127,0.38005818297011684,0.4361097450589962,0.4779861457321498,0.12999605074120843,0.16294767018625328,2.6846168163404704,2.491822543863779,0.059844717351998214,0.10826995992276836,32.00943561986682,31.21007232501769,0.24635165414060767,0.29110361432139154,0.0751264827881885,0.08505081142144265,1.6908491324387869,1.9405917902209031,0.12628143031870218,0.038177187999469606,20.169547070352476,21.93075739935806
test_male.mp4_segment_1_Gesture_0.00_3.77,test,1,1,2,2,2,2,0.01148175021372851,0.0009005956973559331,0.0013170163519823298,0,2,4.52,0,0.0,0,5,4,6,0.33192035163073613,0.20421015920118124,0.3304500838810291,3,4,5,0.17942172640475093,0.16917578474218817,0.26394348746257,0.24967068031818013,0.5057520836399667,0.10313858576149641,0.1431255808616298,2.8122624526583224,3.799519042142248,0.078078573007368,0.01718304111115843,30.13059650469182,42.45424009427461,0.21031922100884945,0.23681983927622594,0.08062725759522213,0.06572632854389551,1.9789134710193534,2.0357584790334657,0.09282510750600202,0.03234787867741879,30.37153660828328,31.829392541133373
test_male.mp4_segment_2_Gesture_4.50_5.44,test,1,1,2,2,2,2,0.006029705875140525,0.00013536261866996854,0.00020153718321368723,0,2,1.12,0,0.0,0,1,1,1,0.39354825579434527,0.26315257312012125,0.31446731862655763,1,1,1,0.2837257853585901,0.16812527976799896,0.4513429850631784,0.28106487786266354,0.42328264278358535,0.07646360165379526,0.13446440291587405,1.797227875893538,2.2909065049380044,0.0662619590272583,0.10368175571410661,25.021083075587246,31.969945885153475,0.17698095989988769,0.3004233439533267,0.06426704459960532,0.08951628356330699,1.070043364079679,1.6601557435488876,0.03767737622193149,0.06549281409676627,12.95785824778851,23.40467411463076
test_male.mp4_segment_3_Gesture_7.54_9.61,test,3,3,4,4,42,2,0.056772651358123385,0.012735930324927605,0.006914270452631666,0,5,2.48,0,0.0,0,3,3,4,0.79331385722241,0.9999102459086856,0.6863705949963902,1,3,2,0.4163844206854037,0.3157035466976903,0.26580608147682205,1.1797609738197126,1.3815519931871405,0.3727203108312829,0.3238262705208816,7.794471210088295,12.763971668407839,0.07901932944291729,0.17287678464013778,90.220982924486,171.94331473063383,0.4132394414317819,0.4448231145845844,0.12067411364478078,0.09797633907558169,2.7470612432402466,3.6258190553813128,0.08154986627552553,0.03029955756185057,37.477902448250056,44.79570192124922
test_male.mp4_segment_4_Gesture_11.24_12.05,test,1,1,4,2,42,2,0.003858922391601338,7.157698073252155e-05,3.7587177400371997e-06,0,2,0.96,0,0.0,0,1,1,0,0.0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.2898877397954371,0.10219768849525174,0.06959332272899908,0.025120198097607793,1.758445802219582,0.7083384011769195,0.06689901252055429,0.009345252074329645,33.013280543495604,13.124669076478035,0.17995037892908197,0.042297362818728576,0.044789883882090174,0.015432682081760477,1.064064350055895,0.32987254474857064,0.017121371651071873,0.002608377745225921,19.825703546916575,5.7228082793776975
test_male.mp4_segment_5_Gesture_12.48_12.95,test,1,2,4,4,42,2,0.017941262766375272,6.42914827754908e-06,6.563947740600027e-07,0,2,0.52,0,0.0,0,1,1,0,0.0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.14076204156744376,0.07401156662164851,0.05849751954794749,0.0368566252376161,1.326460323623679,0.5807254946626603,0.1309804856873271,0.06882017497984934,21.154583113692564,8.522367967379353,0.1289946556172072,0.05078599999669359,0.04543026401677627,0.02415389554198581,1.102690409207752,0.33909714682961317,0.03619086176607448,0.029953393040555915,18.743857732595014,5.329721956911703
